Date,Energy,Light,CO2,Occupancy
2015-02-02 14:15:00,26.28563636363636,527.2833333333333,785.9515151515152,1.0
2015-02-02 14:30:00,27.0163125,481.69791666666674,894.5395833333333,1.0
2015-02-02 14:45:00,27.612107142857145,499.41564625850333,992.2913265306123,1.0
2015-02-02 15:00:00,28.00601904761905,456.4361904761905,1051.1519047619047,1.0
2015-02-02 15:15:00,28.48994791666666,464.76041666666674,1101.779166666667,1.0
2015-02-02 15:30:00,28.612773809523805,462.2916666666666,1126.020238095238,1.0
2015-02-02 15:45:00,28.549166666666668,443.22333333333336,1135.41,1.0
2015-02-02 16:00:00,28.07489583333333,429.1875,1078.8979166666663,1.0
2015-02-02 16:15:00,27.276863945578235,435.3698979591837,1023.1994897959187,1.0
2015-02-02 16:30:00,26.23871111111111,439.55,941.7677777777776,1.0
2015-02-02 16:45:00,25.39559375,435.60937500000006,877.490625,1.0
2015-02-02 17:00:00,25.04585714285714,431.08571428571435,828.8785714285713,1.0
2015-02-02 17:15:00,24.948685714285713,432.3466666666666,822.8,1.0
2015-02-02 17:30:00,25.08908333333334,424.4395833333333,841.2125000000002,0.0
2015-02-02 17:45:00,24.789851190476192,419.0,794.6791666666667,0.0
2015-02-02 18:00:00,24.9199,131.93666666666667,782.071111111111,0.0
2015-02-02 18:15:00,24.715010416666665,0.0,740.428125,0.0
2015-02-02 18:30:00,24.48041666666666,0.0,699.1333333333333,0.0
2015-02-02 18:45:00,24.252899999999997,0.0,657.2155555555556,0.0
2015-02-02 19:00:00,24.08854166666667,0.0,621.9427083333333,0.0
2015-02-02 19:15:00,23.939761904761895,0.0,595.5595238095239,0.0
2015-02-02 19:30:00,23.773055555555548,0.0,574.3455555555554,0.0
2015-02-02 19:45:00,23.57052083333333,0.0,548.59375,0.0
2015-02-02 20:00:00,23.454214285714283,0.0,529.675,0.0
2015-02-02 20:15:00,23.32526666666667,0.0,519.6977777777778,0.0
2015-02-02 20:30:00,23.2718125,0.0,511.0729166666666,0.0
2015-02-02 20:45:00,23.15946428571429,0.0,494.53571428571433,0.0
2015-02-02 21:00:00,23.03933333333333,0.0,491.58,0.0
2015-02-02 21:15:00,22.905791666666666,0.0,481.81979166666673,0.0
2015-02-02 21:30:00,22.825714285714284,0.0,477.54285714285714,0.0
2015-02-02 21:45:00,22.690566666666665,0.0,469.9133333333333,0.0
2015-02-02 22:00:00,22.613020833333334,0.0,467.72187500000007,0.0
2015-02-02 22:15:00,22.520476190476195,0.0,461.83333333333326,0.0
2015-02-02 22:30:00,22.488511111111112,0.0,459.4566666666667,0.0
2015-02-02 22:45:00,22.38623958333333,0.0,456.48958333333337,0.0
2015-02-02 23:00:00,22.342142857142854,0.0,453.9976190476191,0.0
2015-02-02 23:15:00,22.29433333333333,,453.5077777777778,0.0
2015-02-02 23:30:00,22.25553125,0.0,451.16666666666674,0.0
2015-02-02 23:45:00,22.224535714285718,0.0,449.27023809523814,0.0
2015-02-03 00:00:00,22.2151,0.0,449.4844444444445,0.0
2015-02-03 00:15:00,22.223156249999995,0.0,448.75,0.0
2015-02-03 00:30:00,22.213607142857143,0.0,448.79047619047617,0.0
2015-02-03 00:45:00,22.2676,0.0,450.5433333333333,0.0
2015-02-03 01:00:00,22.26759375,0.0,450.5604166666667,0.0
2015-02-03 01:15:00,22.19125,0.0,449.22976190476186,0.0
2015-02-03 01:30:00,22.115444444444442,0.0,444.8666666666666,0.0
2015-02-03 01:45:00,22.18802083333333,0.0,444.41666666666674,0.0
2015-02-03 02:00:00,22.229464285714283,0.0,444.73452380952375,0.0
2015-02-03 02:15:00,22.290000000000006,0.0,440.4166666666666,0.0
2015-02-03 02:30:00,22.323854166666663,0.0,440.97604166666673,0.0
2015-02-03 02:45:00,22.357619047619046,0.0,437.08333333333337,0.0
2015-02-03 03:00:00,22.374244444444447,0.0,435.48444444444436,0.0
2015-02-03 03:15:00,22.39642708333332,0.0,436.696875,0.0
2015-02-03 03:30:00,22.40625,0.0,435.52619047619055,0.0
2015-02-03 03:45:00,22.422722222222212,0.0,432.99222222222227,0.0
2015-02-03 04:00:00,22.5,0.0,434.5760416666667,0.0
2015-02-03 04:15:00,22.492797619047614,0.0,435.8107142857142,0.0
2015-02-03 04:30:00,22.47995555555555,0.0,433.96222222222224,0.0
2015-02-03 04:45:00,22.49026041666667,0.0,435.63125000000014,0.0
2015-02-03 05:00:00,22.5,0.0,435.85,0.0
2015-02-03 05:15:00,22.55,0.0,435.89,0.0
2015-02-03 05:30:00,22.64895833333333,,436.15104166666674,0.0
2015-02-03 05:45:00,22.692857142857143,0.0,435.2440476190477,0.0
2015-02-03 06:00:00,22.701944444444447,0.0,433.9922222222222,0.0
2015-02-03 06:15:00,22.734187499999994,0.0,435.053125,0.0
2015-02-03 06:30:00,22.693214285714284,0.0,434.30476190476196,0.0
2015-02-03 06:45:00,22.788166666666665,,436.13555555555547,0.0
2015-02-03 07:00:00,22.82421875,0.0,435.7041666666667,0.0
2015-02-03 07:15:00,22.818571428571428,0.0,440.6226190476191,0.0
2015-02-03 07:30:00,22.93901111111111,237.61777777777775,450.56111111111113,0.0
2015-02-03 07:45:00,23.74861458333333,406.7875,512.4145833333332,1.0
2015-02-03 08:00:00,24.372809523809515,413.6476190476191,576.5952380952383,1.0
2015-02-03 08:15:00,24.61773333333333,422.78,631.5111111111112,1.0
2015-02-03 08:30:00,24.813645833333325,435.6875,681.1020833333333,1.0
2015-02-03 08:45:00,24.870392857142853,434.625,714.25,1.0
2015-02-03 09:00:00,24.94921666666666,443.73333333333335,743.0577777777777,0.0
2015-02-03 09:15:00,25.949665178571426,448.95416666666665,821.3697916666665,1.0
2015-02-03 09:30:00,26.794273809523805,457.33928571428567,917.4595238095237,1.0
2015-02-03 09:45:00,27.297355555555555,460.06111111111113,995.4777777777775,1.0
2015-02-03 10:00:00,27.70644791666666,475.05208333333326,1051.8541666666667,1.0
2015-02-03 10:15:00,27.959404761904768,485.1202380952381,1087.915476190477,1.0
2015-02-03 10:30:00,28.15553650793651,495.6611111111112,1136.0593650793644,1.0
2015-02-03 10:45:00,28.364151785714288,510.847619047619,1182.4379464285726,1.0
2015-02-03 11:00:00,28.27210714285714,530.5392857142857,1191.6089285714286,1.0
2015-02-03 11:15:00,28.29991111111111,543.6588888888889,1201.786666666667,1.0
2015-02-03 11:30:00,27.84234375,550.1208333333334,1164.4489583333334,1.0
2015-02-03 11:45:00,27.58758503401361,545.9522108843538,1112.4743197278906,0.0
2015-02-03 12:00:00,27.47851111111111,562.4155555555557,1071.1533333333334,1.0
2015-02-03 12:15:00,27.12519791666666,609.2520833333333,1049.021875,0.0
